,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
8735273100,2015-06-25;2015-07-22;2015-08-11,2015-07-16;2015-08-11,8/19/2015,21,6/25/2015,7/22/2015,8/11/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/16/2015,8/11/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4146622581,2014-09-10;2014-10-14,10/14/2014,8/19/2015,34,9/10/2014,10/14/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/14/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5064137410,2015-02-27;2015-03-17;2015-04-03;2015-04-24;2015-05-22;2015-06-17,2015-03-14;2015-04-01;2015-04-24;2015-05-20;2015-06-13,8/19/2015,15,2/27/2015,3/17/2015,4/3/2015,4/24/2015,5/22/2015,6/17/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/14/2015,4/1/2015,4/24/2015,5/20/2015,6/13/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
3435646267,2014-09-26;2014-10-31;2014-11-26;2015-01-07;2015-02-09;2015-03-23,2014-10-17;2014-11-21;2014-12-21;2015-02-04;2015-03-21,8/19/2015,21,9/26/2014,10/31/2014,11/26/2014,1/7/2015,2/9/2015,3/23/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/17/2014,11/21/2014,12/21/2014,2/4/2015,3/21/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
7381703622,2015-07-04;2015-07-18;2015-08-19,2015-07-12;2015-07-23,8/19/2015,8,7/4/2015,7/18/2015,8/19/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/12/2015,7/23/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3525069691,2/27/2015,,8/19/2015,,2/27/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4460847262,2015-07-24;2015-08-07;2015-08-09;2015-08-15,2015-08-07;2015-08-09;2015-08-15,8/19/2015,14,7/24/2015,8/7/2015,8/9/2015,8/15/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/7/2015,8/9/2015,8/15/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3950963431,5/7/2015,5/27/2015,8/19/2015,20,5/7/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/27/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2133314717,2015-05-07;2015-05-17;2015-05-20,2015-05-17;2015-05-20,8/19/2015,10,5/7/2015,5/17/2015,5/20/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/17/2015,5/20/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3419286937,6/20/2015,7/17/2015,8/19/2015,27,6/20/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/17/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5018829972,2015-03-30;2015-04-09,4/4/2015,8/19/2015,5,3/30/2015,4/9/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5004213430,2015-07-12;2015-08-11,8/10/2015,8/19/2015,29,7/12/2015,8/11/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/10/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862148446,2015-05-04;2015-05-26;2015-06-11;2015-08-16,2015-05-25;2015-06-10;2015-07-02,8/19/2015,21,5/4/2015,5/26/2015,6/11/2015,8/16/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/25/2015,6/10/2015,7/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4732601069,2015-05-12;2015-05-19;2015-05-28,2015-05-19;2015-05-21,8/19/2015,7,5/12/2015,5/19/2015,5/28/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/19/2015,5/21/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8278230987,2015-02-10;2015-03-04,3/3/2015,8/19/2015,21,2/10/2015,3/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/3/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8839970497,2014-10-13;2014-10-27;2014-12-13;2015-01-03;2015-01-23;2015-02-06;2015-03-04;2015-03-27;2015-04-28;2015-05-20;2015-06-11;2015-06-29;2015-07-02;2015-07-14;2015-07-29;2015-08-08,2014-10-25;2014-11-17;2015-01-03;2015-01-23;2015-02-05;2015-02-27;2015-03-25;2015-04-17;2015-05-20;2015-06-10;2015-06-27;2015-06-29;2015-07-13;2015-07-28;2015-08-08,8/19/2015,12,10/13/2014,10/27/2014,12/13/2014,1/3/2015,1/23/2015,2/6/2015,3/4/2015,3/27/2015,4/28/2015,5/20/2015,6/11/2015,6/29/2015,7/2/2015,7/14/2015,7/29/2015,8/8/2015,,,,,,,,,,,,,,,,,,10/25/2014,11/17/2014,1/3/2015,1/23/2015,2/5/2015,2/27/2015,3/25/2015,4/17/2015,5/20/2015,6/10/2015,6/27/2015,6/29/2015,7/13/2015,7/28/2015,8/8/2015,,,,,,,,,,,,,,,,,
5810007060,11/28/2014,,8/19/2015,,11/28/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4337834140,2015-04-28;2015-05-13;2015-05-26;2015-06-10;2015-06-22;2015-07-11;2015-07-28;2015-08-19,2015-05-13;2015-05-26;2015-06-10;2015-06-22;2015-07-11;2015-07-28;2015-08-19,8/19/2015,15,4/28/2015,5/13/2015,5/26/2015,6/10/2015,6/22/2015,7/11/2015,7/28/2015,8/19/2015,,,,,,,,,,,,,,,,,,,,,,,,,,5/13/2015,5/26/2015,6/10/2015,6/22/2015,7/11/2015,7/28/2015,8/19/2015,,,,,,,,,,,,,,,,,,,,,,,,,
5979082957,7/23/2015,8/6/2015,8/19/2015,14,7/23/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/6/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4030617594,2015-04-02;2015-04-28;2015-05-12,2015-04-27;2015-05-12,8/19/2015,25,4/2/2015,4/28/2015,5/12/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/27/2015,5/12/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3082010991,2015-06-30;2015-07-03;2015-07-07;2015-07-14;2015-07-21,2015-07-03;2015-07-07;2015-07-14;2015-07-21,8/19/2015,3,6/30/2015,7/3/2015,7/7/2015,7/14/2015,7/21/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/3/2015,7/7/2015,7/14/2015,7/21/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6100057929,6/24/2014,7/14/2014,8/19/2015,20,6/24/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/14/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5733285355,2015-06-15;2015-06-26;2015-07-16;2015-07-27,2015-06-22;2015-07-03;2015-07-27;2015-08-17,8/19/2015,7,6/15/2015,6/26/2015,7/16/2015,7/27/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/22/2015,7/3/2015,7/27/2015,8/17/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9900698075,2015-07-10;2015-07-31,7/26/2015,8/19/2015,16,7/10/2015,7/31/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/26/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9036331394,2015-05-03;2015-07-13,2015-06-25;2015-07-31,8/19/2015,53,5/3/2015,7/13/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/25/2015,7/31/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767540225,6/4/2015,6/25/2015,8/19/2015,21,6/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/25/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6034981056,2015-04-26;2015-04-30;2015-05-06;2015-07-25,2015-04-28;2015-05-06;2015-07-25,8/19/2015,2,4/26/2015,4/30/2015,5/6/2015,7/25/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/28/2015,5/6/2015,7/25/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212953829,2015-02-18;2015-03-04;2015-03-23;2015-04-08;2015-05-23,2015-03-04;2015-03-22;2015-04-07;2015-04-30,8/19/2015,14,2/18/2015,3/4/2015,3/23/2015,4/8/2015,5/23/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/4/2015,3/22/2015,4/7/2015,4/30/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661102022,6/16/2014,,8/19/2015,,6/16/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4194649044,5/27/2015,6/19/2015,8/19/2015,23,5/27/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/19/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9955035119,2015-02-19;2015-03-11;2015-04-12;2015-05-07;2015-06-10;2015-07-13;2015-08-05,2015-02-26;2015-03-28;2015-05-05;2015-06-09;2015-07-13;2015-08-05,8/19/2015,7,2/19/2015,3/11/2015,4/12/2015,5/7/2015,6/10/2015,7/13/2015,8/5/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,2/26/2015,3/28/2015,5/5/2015,6/9/2015,7/13/2015,8/5/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
3206224066,7/30/2014,,8/19/2015,,7/30/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847751420,7/27/2015,,8/19/2015,,7/27/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8529623453,2015-06-20;2015-07-13;2015-08-04,2015-07-11;2015-08-03,8/19/2015,21,6/20/2015,7/13/2015,8/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/11/2015,8/3/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2916310278,2015-07-12;2015-07-23;2015-08-13,2015-07-23;2015-08-13,8/19/2015,11,7/12/2015,7/23/2015,8/13/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/23/2015,8/13/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5875230942,6/9/2014,,8/19/2015,,6/9/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7526973171,2015-04-12;2015-04-27;2015-05-02;2015-05-06,2015-04-27;2015-05-02;2015-05-06,8/19/2015,15,4/12/2015,4/27/2015,5/2/2015,5/6/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/27/2015,5/2/2015,5/6/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4252440796,7/19/2015,8/10/2015,8/19/2015,22,7/19/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/10/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636722159,2015-06-15;2015-06-30;2015-07-20;2015-08-09,2015-06-29;2015-07-20;2015-08-09,8/19/2015,14,6/15/2015,6/30/2015,7/20/2015,8/9/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/29/2015,7/20/2015,8/9/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8806418646,8/8/2014,,8/19/2015,,8/8/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2614224686,7/26/2015,,8/19/2015,,7/26/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5346231779,2014-05-08;2014-05-22,5/21/2014,8/19/2015,13,5/8/2014,5/22/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/21/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766763696,2015-02-26;2015-07-20,2015-02-28;2015-07-29,8/19/2015,2,2/26/2015,7/20/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/2015,7/29/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064638493,2015-04-19;2015-05-13;2015-06-12,2015-05-13;2015-06-12;2015-07-15,8/19/2015,24,4/19/2015,5/13/2015,6/12/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/13/2015,6/12/2015,7/15/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5560444736,6/26/2015,,8/19/2015,,6/26/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447788669,2015-04-25;2015-05-08;2015-05-22;2015-06-11;2015-07-01;2015-07-20;2015-08-10,2015-05-08;2015-05-22;2015-06-10;2015-07-01;2015-07-20;2015-08-10,8/19/2015,13,4/25/2015,5/8/2015,5/22/2015,6/11/2015,7/1/2015,7/20/2015,8/10/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,5/8/2015,5/22/2015,6/10/2015,7/1/2015,7/20/2015,8/10/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
5530713621,7/9/2015,7/28/2015,8/19/2015,19,7/9/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/28/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5517270647,12/17/2014,,8/19/2015,,12/17/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513646713,2015-05-17;2015-05-29;2015-06-05,2015-05-25;2015-06-05;2015-08-19,8/19/2015,8,5/17/2015,5/29/2015,6/5/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/25/2015,6/5/2015,8/19/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5123229643,2015-05-08;2015-05-24;2015-06-21;2015-07-07;2015-07-29,2015-05-24;2015-06-13;2015-07-07;2015-07-29,8/19/2015,16,5/8/2015,5/24/2015,6/21/2015,7/7/2015,7/29/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/24/2015,6/13/2015,7/7/2015,7/29/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6572992960,2015-04-21;2015-04-26;2015-05-13;2015-05-30;2015-06-20;2015-07-09;2015-08-08,2015-04-26;2015-05-13;2015-05-30;2015-06-20;2015-07-09;2015-08-06,8/19/2015,5,4/21/2015,4/26/2015,5/13/2015,5/30/2015,6/20/2015,7/9/2015,8/8/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,4/26/2015,5/13/2015,5/30/2015,6/20/2015,7/9/2015,8/6/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
9865454850,2015-05-23;2015-06-08;2015-07-17;2015-08-18,2015-06-07;2015-06-28;2015-08-07,8/19/2015,15,5/23/2015,6/8/2015,7/17/2015,8/18/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/7/2015,6/28/2015,8/7/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7961003085,6/23/2015,6/27/2015,8/19/2015,4,6/23/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/27/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287191810,2015-03-27;2015-04-07;2015-04-21;2015-05-05;2015-05-22;2015-06-11;2015-06-30,2015-04-07;2015-04-21;2015-05-05;2015-05-22;2015-06-11;2015-06-30,8/19/2015,11,3/27/2015,4/7/2015,4/21/2015,5/5/2015,5/22/2015,6/11/2015,6/30/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,4/7/2015,4/21/2015,5/5/2015,5/22/2015,6/11/2015,6/30/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
5241853297,3/6/2015,,8/19/2015,,3/6/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2327560619,2015-01-17;2015-02-10;2015-02-23,2015-02-03;2015-02-23,8/19/2015,17,1/17/2015,2/10/2015,2/23/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3/2015,2/23/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9003357851,2015-05-30;2015-06-06;2015-07-01;2015-07-28,2015-06-06;2015-06-27;2015-07-28,8/19/2015,7,5/30/2015,6/6/2015,7/1/2015,7/28/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/6/2015,6/27/2015,7/28/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4540783923,2015-07-23;2015-08-16,8/14/2015,8/19/2015,22,7/23/2015,8/16/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/14/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746795632,2015-06-10;2015-06-22;2015-07-11;2015-07-14;2015-08-05;2015-08-17,2015-06-21;2015-07-09;2015-07-13;2015-08-04;2015-08-16,8/19/2015,11,6/10/2015,6/22/2015,7/11/2015,7/14/2015,8/5/2015,8/17/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/21/2015,7/9/2015,7/13/2015,8/4/2015,8/16/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750363292,2015-06-04;2015-07-03,2015-06-28;2015-07-30,8/19/2015,24,6/4/2015,7/3/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/28/2015,7/30/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8686243541,2015-05-24;2015-07-10,2015-06-14;2015-08-10,8/19/2015,21,5/24/2015,7/10/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/14/2015,8/10/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240263090,2015-06-27;2015-07-08;2015-07-28;2015-08-11,2015-07-08;2015-07-28;2015-08-11,8/19/2015,11,6/27/2015,7/8/2015,7/28/2015,8/11/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/8/2015,7/28/2015,8/11/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6581882246,2015-03-25;2015-04-01;2015-04-10,2015-03-31;2015-04-10,8/19/2015,6,3/25/2015,4/1/2015,4/10/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/31/2015,4/10/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2916523599,2014-09-05;2014-10-09,9/30/2014,8/19/2015,25,9/5/2014,10/9/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/30/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5923715507,2015-02-07;2015-08-09;2015-08-18,8/18/2015,8/19/2015,192,2/7/2015,8/9/2015,8/18/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/18/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9656418246,2015-04-25;2015-05-18;2015-06-10;2015-06-15;2015-07-10;2015-07-24,2015-05-08;2015-06-10;2015-06-15;2015-07-10;2015-07-24;2015-08-19,8/19/2015,13,4/25/2015,5/18/2015,6/10/2015,6/15/2015,7/10/2015,7/24/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/8/2015,6/10/2015,6/15/2015,7/10/2015,7/24/2015,8/19/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
2876398156,11/6/2014,,8/19/2015,,11/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8092607634,2014-10-14;2014-11-10;2015-01-03;2015-01-25;2015-01-30;2015-02-24;2015-03-11;2015-03-31;2015-04-23;2015-05-09;2015-05-30;2015-06-22;2015-07-04;2015-07-16,2014-10-25;2014-12-01;2015-01-24;2015-01-29;2015-02-23;2015-03-11;2015-03-26;2015-04-22;2015-05-07;2015-05-24;2015-06-22;2015-07-01;2015-07-16;2015-08-08,8/19/2015,11,10/14/2014,11/10/2014,1/3/2015,1/25/2015,1/30/2015,2/24/2015,3/11/2015,3/31/2015,4/23/2015,5/9/2015,5/30/2015,6/22/2015,7/4/2015,7/16/2015,,,,,,,,,,,,,,,,,,,,10/25/2014,12/1/2014,1/24/2015,1/29/2015,2/23/2015,3/11/2015,3/26/2015,4/22/2015,5/7/2015,5/24/2015,6/22/2015,7/1/2015,7/16/2015,8/8/2015,,,,,,,,,,,,,,,,,,
8540946794,2015-03-20;2015-04-09;2015-05-01;2015-05-19;2015-06-08;2015-06-21;2015-07-03;2015-07-11;2015-07-28;2015-08-09,2015-04-08;2015-05-01;2015-05-19;2015-06-08;2015-06-21;2015-07-03;2015-07-11;2015-07-28;2015-08-09,8/19/2015,19,3/20/2015,4/9/2015,5/1/2015,5/19/2015,6/8/2015,6/21/2015,7/3/2015,7/11/2015,7/28/2015,8/9/2015,,,,,,,,,,,,,,,,,,,,,,,,4/8/2015,5/1/2015,5/19/2015,6/8/2015,6/21/2015,7/3/2015,7/11/2015,7/28/2015,8/9/2015,,,,,,,,,,,,,,,,,,,,,,,
6297081953,8/11/2014,,8/19/2015,,8/11/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6386601342,2015-06-01;2015-07-02;2015-07-17;2015-07-26;2015-08-06,2015-06-17;2015-07-17;2015-07-25;2015-08-05,8/19/2015,16,6/1/2015,7/2/2015,7/17/2015,7/26/2015,8/6/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/17/2015,7/17/2015,7/25/2015,8/5/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6666930711,2015-05-21;2015-06-23;2015-08-07,2015-06-11;2015-07-30,8/19/2015,21,5/21/2015,6/23/2015,8/7/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/11/2015,7/30/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8740760572,2015-05-19;2015-05-27;2015-06-05;2015-06-19;2015-07-10;2015-07-31,2015-05-27;2015-06-03;2015-06-17;2015-07-10;2015-07-31,8/19/2015,8,5/19/2015,5/27/2015,6/5/2015,6/19/2015,7/10/2015,7/31/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/27/2015,6/3/2015,6/17/2015,7/10/2015,7/31/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090396622,8/21/2014,,8/19/2015,,8/21/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9478427902,2015-06-12;2015-06-26;2015-06-27;2015-07-03;2015-07-13,2015-06-25;2015-06-27;2015-07-03;2015-07-13,8/19/2015,13,6/12/2015,6/26/2015,6/27/2015,7/3/2015,7/13/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/25/2015,6/27/2015,7/3/2015,7/13/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7038032168,2015-06-13;2015-06-29;2015-07-14;2015-08-05,2015-06-29;2015-07-13;2015-08-04,8/19/2015,16,6/13/2015,6/29/2015,7/14/2015,8/5/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/29/2015,7/13/2015,8/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5167938983,2015-05-07;2015-05-11;2015-05-31;2015-06-15;2015-07-08;2015-07-22;2015-08-06,2015-05-11;2015-05-28;2015-06-15;2015-07-02;2015-07-22;2015-08-06,8/19/2015,4,5/7/2015,5/11/2015,5/31/2015,6/15/2015,7/8/2015,7/22/2015,8/6/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,5/11/2015,5/28/2015,6/15/2015,7/2/2015,7/22/2015,8/6/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
7372142755,2015-03-29;2015-04-03;2015-04-08;2015-04-12;2015-04-25;2015-05-17;2015-06-02;2015-06-17;2015-07-01;2015-07-14;2015-07-24;2015-08-01;2015-08-15,2015-04-02;2015-04-08;2015-04-11;2015-04-25;2015-05-14;2015-06-01;2015-06-17;2015-07-01;2015-07-14;2015-08-01;2015-08-15,8/19/2015,4,3/29/2015,4/3/2015,4/8/2015,4/12/2015,4/25/2015,5/17/2015,6/2/2015,6/17/2015,7/1/2015,7/14/2015,7/24/2015,8/1/2015,8/15/2015,,,,,,,,,,,,,,,,,,,,,4/2/2015,4/8/2015,4/11/2015,4/25/2015,5/14/2015,6/1/2015,6/17/2015,7/1/2015,7/14/2015,8/1/2015,8/15/2015,,,,,,,,,,,,,,,,,,,,,
2795350446,2015-02-05;2015-02-25,2/25/2015,8/19/2015,20,2/5/2015,2/25/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/25/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4390479181,2015-07-15;2015-07-28;2015-08-04;2015-08-12;2015-08-14,2015-07-28;2015-08-04;2015-08-11;2015-08-14,8/19/2015,13,7/15/2015,7/28/2015,8/4/2015,8/12/2015,8/14/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/28/2015,8/4/2015,8/11/2015,8/14/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8379961584,2015-06-21;2015-06-29;2015-07-07;2015-07-21;2015-08-13,2015-06-29;2015-07-07;2015-07-21;2015-08-13,8/19/2015,8,6/21/2015,6/29/2015,7/7/2015,7/21/2015,8/13/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/29/2015,7/7/2015,7/21/2015,8/13/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180207250,11/11/2014,,8/19/2015,,11/11/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4650748452,2015-07-16;2015-07-28;2015-08-07;2015-08-19,2015-07-28;2015-08-07;2015-08-19,8/19/2015,12,7/16/2015,7/28/2015,8/7/2015,8/19/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/28/2015,8/7/2015,8/19/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963789232,4/27/2015,,8/19/2015,,4/27/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9666559145,2015-05-22;2015-06-13,6/12/2015,8/19/2015,21,5/22/2015,6/13/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/12/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2901782279,2015-05-02;2015-06-04;2015-06-29;2015-07-10;2015-07-22;2015-08-05,2015-05-23;2015-06-25;2015-07-10;2015-07-22;2015-08-05,8/19/2015,21,5/2/2015,6/4/2015,6/29/2015,7/10/2015,7/22/2015,8/5/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/23/2015,6/25/2015,7/10/2015,7/22/2015,8/5/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200903086,4/30/2015,,8/19/2015,,4/30/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
